O*NET-SOC Code,Title,Related O*NET-SOC Code,Related Title,Index
51-9011.00,Chemical Equipment Operators and Tenders,47-5013.00,"Service Unit Operators, Oil, Gas, and Mining",9
51-9011.00,Chemical Equipment Operators and Tenders,53-7041.00,Hoist and Winch Operators,10
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",51-9193.00,Cooling and Freezing Equipment Operators and Tenders,1
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",2
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",3
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",4
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",51-4041.00,Machinists,5
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",6
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic",7
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",49-3092.00,Recreational Vehicle Service Technicians,8
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",45-4022.00,Logging Equipment Operators,9
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",49-3041.00,Farm Equipment Mechanics and Service Technicians,10
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",51-2091.00,Fiberglass Laminators and Fabricators,1
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",2
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",47-5011.00,"Derrick Operators, Oil and Gas",3
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",47-4051.00,Highway Maintenance Workers,4
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",47-2171.00,Reinforcing Iron and Rebar Workers,5
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",6
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",7
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",47-2072.00,Pile-Driver Operators,8
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",47-2221.00,Structural Iron and Steel Workers,9
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",49-2092.00,"Electric Motor, Power Tool, and Related Repairers",10
51-9022.00,"Grinding and Polishing Workers, Hand",51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",1
51-9022.00,"Grinding and Polishing Workers, Hand",51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",2
51-9022.00,"Grinding and Polishing Workers, Hand",51-4071.00,Foundry Mold and Coremakers,3
51-9022.00,"Grinding and Polishing Workers, Hand",51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,4
51-9022.00,"Grinding and Polishing Workers, Hand",51-2021.00,"Coil Winders, Tapers, and Finishers",5
51-9022.00,"Grinding and Polishing Workers, Hand",51-9031.00,"Cutters and Trimmers, Hand",6
51-9022.00,"Grinding and Polishing Workers, Hand",51-5113.00,Print Binding and Finishing Workers,7
51-9022.00,"Grinding and Polishing Workers, Hand",47-5051.00,"Rock Splitters, Quarry",8
51-9022.00,"Grinding and Polishing Workers, Hand",51-4052.00,"Pourers and Casters, Metal",9
51-9022.00,"Grinding and Polishing Workers, Hand",37-3011.00,Landscaping and Groundskeeping Workers,10
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",1
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",2
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",51-9111.00,Packaging and Filling Machine Operators and Tenders,3
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",4
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",5
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",53-7073.00,Wellhead Pumpers,6
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",51-2091.00,Fiberglass Laminators and Fabricators,7
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",45-4022.00,Logging Equipment Operators,8
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",47-2072.00,Pile-Driver Operators,9
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",47-2171.00,Reinforcing Iron and Rebar Workers,10
51-9031.00,"Cutters and Trimmers, Hand",51-4121.07,Solderers and Brazers,1
51-9031.00,"Cutters and Trimmers, Hand",51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",2
51-9031.00,"Cutters and Trimmers, Hand",51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",3
51-9031.00,"Cutters and Trimmers, Hand",51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",4
51-9031.00,"Cutters and Trimmers, Hand",51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",5
51-9031.00,"Cutters and Trimmers, Hand",51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",6
51-9031.00,"Cutters and Trimmers, Hand",51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",7
51-9031.00,"Cutters and Trimmers, Hand",51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,8
51-9031.00,"Cutters and Trimmers, Hand",51-4121.06,"Welders, Cutters, and Welder Fitters",9
51-9031.00,"Cutters and Trimmers, Hand",51-3023.00,Slaughterers and Meat Packers,10
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",53-7071.00,Gas Compressor and Gas Pumping Station Operators,1
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",2
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic",3
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",51-5112.00,Printing Press Operators,4
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",5
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",6
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",49-9052.00,Telecommunications Line Installers and Repairers,7
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",47-5042.00,Mine Cutting and Channeling Machine Operators,8
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",9
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",10
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",1
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",2
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9193.00,Cooling and Freezing Equipment Operators and Tenders,3
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",4
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",45-4022.00,Logging Equipment Operators,5
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",6
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",7
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",8
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",9
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-2091.00,Fiberglass Laminators and Fabricators,10
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",47-2132.00,"Insulation Workers, Mechanical",1
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-3093.00,Food Cooking Machine Operators and Tenders,2
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",47-2081.00,Drywall and Ceiling Tile Installers,3
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",4
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",5
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",47-2011.00,Boilermakers,6
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",7
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",49-9071.00,"Maintenance and Repair Workers, General",8
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-8031.00,Water and Wastewater Treatment Plant and System Operators,9
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",47-2211.00,Sheet Metal Workers,10
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-3092.00,Food Batchmakers,1
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",2
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-9031.00,"Cutters and Trimmers, Hand",3
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",4
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-6011.00,Laundry and Dry-Cleaning Workers,5
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",6
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-9151.00,Photographic Process Workers and Processing Machine Operators,7
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",8
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-5113.00,Print Binding and Finishing Workers,9
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-9071.06,Gem and Diamond Workers,10
51-9071.01,Jewelers,51-9071.07,Precious Metal Workers,1
51-9071.01,Jewelers,17-3011.01,Architectural Drafters,2
51-9071.01,Jewelers,49-9061.00,Camera and Photographic Equipment Repairers,3
51-9071.01,Jewelers,25-4013.00,Museum Technicians and Conservators,4
51-9071.01,Jewelers,51-6092.00,Fabric and Apparel Patternmakers,5
51-9071.01,Jewelers,51-4062.00,"Patternmakers, Metal and Plastic",6
51-9071.01,Jewelers,49-9094.00,Locksmiths and Safe Repairers,7
51-9071.01,Jewelers,17-3031.02,Mapping Technicians,8
51-9071.01,Jewelers,49-9064.00,Watch Repairers,9
51-9071.01,Jewelers,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",10
51-9071.06,Gem and Diamond Workers,51-2093.00,Timing Device Assemblers and Adjusters,1
51-9071.06,Gem and Diamond Workers,49-9061.00,Camera and Photographic Equipment Repairers,2
51-9071.06,Gem and Diamond Workers,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",3
51-9071.06,Gem and Diamond Workers,51-3092.00,Food Batchmakers,4
51-9071.06,Gem and Diamond Workers,17-3031.02,Mapping Technicians,5
51-9071.06,Gem and Diamond Workers,51-9083.00,Ophthalmic Laboratory Technicians,6
51-9071.06,Gem and Diamond Workers,51-5113.00,Print Binding and Finishing Workers,7
51-9071.06,Gem and Diamond Workers,49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,8
51-9071.06,Gem and Diamond Workers,29-2011.03,Histotechnologists and Histologic Technicians,9
51-9071.06,Gem and Diamond Workers,51-9194.00,Etchers and Engravers,10
51-9071.07,Precious Metal Workers,51-2093.00,Timing Device Assemblers and Adjusters,1
51-9071.07,Precious Metal Workers,51-9151.00,Photographic Process Workers and Processing Machine Operators,2
51-9071.07,Precious Metal Workers,49-9061.00,Camera and Photographic Equipment Repairers,3
51-9071.07,Precious Metal Workers,51-9194.00,Etchers and Engravers,4
51-9071.07,Precious Metal Workers,51-5111.00,Prepress Technicians and Workers,5
51-9071.07,Precious Metal Workers,51-9071.06,Gem and Diamond Workers,6
51-9071.07,Precious Metal Workers,51-6051.00,"Sewers, Hand",7
51-9071.07,Precious Metal Workers,51-9195.05,"Potters, Manufacturing",8
51-9071.07,Precious Metal Workers,49-2021.01,Radio Mechanics,9
51-9071.07,Precious Metal Workers,51-4121.07,Solderers and Brazers,10
51-9081.00,Dental Laboratory Technicians,29-2011.03,Histotechnologists and Histologic Technicians,1
51-9081.00,Dental Laboratory Technicians,17-3023.03,Electrical Engineering Technicians,2
51-9081.00,Dental Laboratory Technicians,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",3
51-9081.00,Dental Laboratory Technicians,49-2021.01,Radio Mechanics,4
51-9081.00,Dental Laboratory Technicians,27-4012.00,Broadcast Technicians,5
51-9081.00,Dental Laboratory Technicians,49-9061.00,Camera and Photographic Equipment Repairers,6
51-9081.00,Dental Laboratory Technicians,51-4192.00,"Layout Workers, Metal and Plastic",7
51-9081.00,Dental Laboratory Technicians,49-2091.00,Avionics Technicians,8
51-9081.00,Dental Laboratory Technicians,17-3023.01,Electronics Engineering Technicians,9
51-9081.00,Dental Laboratory Technicians,51-4062.00,"Patternmakers, Metal and Plastic",10
51-9082.00,Medical Appliance Technicians,29-2034.00,Radiologic Technologists,1
51-9082.00,Medical Appliance Technicians,29-2031.00,Cardiovascular Technologists and Technicians,2
